,date_time,week,number_of_sales,gross_sales
37,2020-12-31 14:59:00,1,1,448.8022334993671
38,2020-12-31 15:29:00,1,1,2041.3293844662226
39,2021-01-01 22:31:00,1,1,104.75487397936776
40,2021-01-01 22:38:00,1,1,223.4489208235472
41,2021-01-01 22:48:00,1,1,399.38540287832114
42,2021-01-02 15:20:00,1,1,2813.8645420116914
43,2021-01-02 15:28:00,1,1,615.066582089317
44,2021-01-02 15:38:00,1,1,183.2485392832703
45,2021-01-02 16:16:00,1,1,402.31980543142805
46,2021-01-02 16:25:00,1,1,295.4244034032511
47,2021-01-02 16:31:00,1,1,1189.5547278092674
48,2021-01-02 16:38:00,1,1,248.2696774241718
49,2021-01-04 8:32:00,2,1,260.3030890916182
50,2021-01-04 9:46:00,2,1,849.2236471527456
51,2021-01-04 9:55:00,2,1,109.93257110892915
52,2021-01-04 15:36:00,2,1,810.9231114896999
53,2021-01-04 15:41:00,2,1,653.5162667755565
54,2021-01-04 17:06:00,2,1,2215.6660228878295
55,2021-01-05 9:58:00,2,1,862.8004270374413
56,2021-01-05 10:01:00,2,1,196.43543444593337
57,2021-01-05 10:31:00,2,1,1065.8382121844563
58,2021-01-05 10:57:00,2,1,676.8061326961208
59,2021-01-05 11:42:00,2,1,335.9908471613228
60,2021-01-05 13:59:00,2,1,133.4644867438375
61,2021-01-05 14:03:00,2,1,356.0802477798078
62,2021-01-05 17:15:00,2,1,1126.1184043605167
63,2021-01-05 17:48:00,2,1,555.2089797186798
64,2021-01-06 9:29:00,2,1,2369.1090860096324
65,2021-01-06 11:38:00,2,1,522.360786548136
66,2021-01-06 12:44:00,2,1,803.5463425273737
67,2021-01-06 13:50:00,2,1,332.8497851912012
68,2021-01-06 18:02:00,2,1,949.0107280342894
69,2021-01-07 9:14:00,2,1,117.39095308653494
70,2021-01-07 9:19:00,2,1,326.16868280871046
71,2021-01-07 12:43:00,2,1,1259.0371392303834
72,2021-01-07 16:11:00,2,1,1100.9633644901212
73,2021-01-07 16:14:00,2,1,1549.1412353032333
74,2021-01-07 16:21:00,2,1,983.8600026767188
75,2021-01-07 16:38:00,2,1,466.08238336432356
76,2021-01-08 10:57:00,2,1,418.8545905952564
77,2021-01-08 11:46:00,2,1,3253.782912609393
78,2021-01-08 12:46:00,2,1,54.61312109650221
79,2021-01-08 13:09:00,2,1,1732.8440751456615
80,2021-01-08 13:52:00,2,1,5461.080340777037
81,2021-01-08 14:03:00,2,1,382.59179764624747
82,2021-01-08 14:42:00,2,1,966.2232577836363
83,2021-01-08 15:01:00,2,1,197.4274987681774
84,2021-01-08 15:21:00,2,1,389.37727497930115
85,2021-01-08 16:28:00,2,1,335.07869016772065
86,2021-01-08 16:50:00,2,1,752.9553163994091
87,2021-01-09 9:51:00,2,1,1817.2744765469922
88,2021-01-09 11:41:00,2,1,913.4597925200784
89,2021-01-09 12:31:00,2,1,1117.6803386895783
90,2021-01-09 13:24:00,2,1,334.3953221391747
91,2021-01-09 16:45:00,2,1,678.8432092850228
92,2021-01-09 16:54:00,2,1,97.07734723419561
93,2021-01-09 18:26:00,2,1,773.7827704815476
94,2021-01-10 9:38:00,2,1,417.1316025672475
95,2021-01-10 9:48:00,2,1,448.9586967689148
96,2021-01-10 14:07:00,2,1,1142.8826056763025
97,2021-01-10 15:49:00,2,1,2536.3999620362993
98,2021-01-11 9:32:00,3,1,2761.1438704566012
99,2021-01-11 9:51:00,3,1,2561.00664284507
100,2021-01-11 12:26:00,3,1,1122.732522303531
101,2021-01-11 13:11:00,3,1,625.2153407431448
102,2021-01-11 13:15:00,3,1,140.61519045953943
103,2021-01-11 14:09:00,3,1,75.0907364292225
104,2021-01-11 14:22:00,3,1,1492.2577335109354
105,2021-01-12 11:17:00,3,1,224.42862693820095
106,2021-01-12 13:38:00,3,1,1316.6292163391395
107,2021-01-12 14:04:00,3,1,341.2462057347618
108,2021-01-12 14:12:00,3,1,829.3091805394414
109,2021-01-12 17:17:00,3,1,274.52719321794893
110,2021-01-12 17:20:00,3,1,311.37200244845826
111,2021-01-12 17:31:00,3,1,456.78402842448514
112,2021-01-12 18:16:00,3,1,151.37280145014867
113,2021-01-13 8:56:00,3,1,2838.992905903134
114,2021-01-13 9:32:00,3,1,548.5733323225169
115,2021-01-13 9:35:00,3,1,146.85543545835503
116,2021-01-13 9:38:00,3,1,1042.6690642899175
117,2021-01-13 10:35:00,3,1,405.6414431792074
118,2021-01-13 12:28:00,3,1,747.4481147988391
119,2021-01-13 14:47:00,3,1,198.30892477803047
120,2021-01-13 17:53:00,3,1,252.77140694778433
121,2021-01-14 9:20:00,3,1,278.6526832715069
122,2021-01-14 9:31:00,3,1,659.5964391326272
123,2021-01-14 9:43:00,3,1,252.08041861476815
124,2021-01-14 12:18:00,3,1,446.467121993256
125,2021-01-14 12:52:00,3,1,571.2882809908599
126,2021-01-14 13:51:00,3,1,639.0227910737965
127,2021-01-14 13:57:00,3,1,1175.5136499450227
128,2021-01-14 13:59:00,3,1,564.9772826547518
129,2021-01-14 14:18:00,3,1,875.0165419977304
130,2021-01-14 14:29:00,3,1,478.4963606833824
131,2021-01-14 14:32:00,3,1,459.68785901129485
132,2021-01-14 14:37:00,3,1,1672.8761173502858
133,2021-01-14 14:41:00,3,1,488.66805924057655
134,2021-01-14 14:48:00,3,1,1572.7289196993909
135,2021-01-14 15:24:00,3,1,222.07157793961093
136,2021-01-14 16:46:00,3,1,1358.1140463509455
137,2021-01-14 18:31:00,3,1,661.9600718660181
138,2021-01-14 18:37:00,3,1,243.3349244097604
139,2021-01-16 10:22:00,3,1,631.3319513723156
140,2021-01-16 10:28:00,3,1,550.355716371944
141,2021-01-16 10:32:00,3,1,666.3051145632232
142,2021-01-16 10:45:00,3,1,810.27213395539
143,2021-01-16 10:48:00,3,1,713.7457025743055
144,2021-01-16 10:51:00,3,1,785.7393321786906
145,2021-01-16 10:54:00,3,1,437.6609126450676
146,2021-01-16 11:00:00,3,1,330.51755603476056
147,2021-01-16 11:08:00,3,1,317.85319318259405
148,2021-01-16 11:12:00,3,1,254.1543337827913
149,2021-01-16 14:45:00,3,1,387.5004424946456
150,2021-01-18 11:59:00,4,1,289.78240337094934
151,2021-01-18 12:01:00,4,1,343.93964083229247
152,2021-01-18 12:08:00,4,1,331.0380693931037
153,2021-01-18 12:11:00,4,1,1416.9661729369134
154,2021-01-19 14:24:00,4,1,5362.688251138477
155,2021-01-19 15:06:00,4,1,470.5747972914649
156,2021-01-19 15:22:00,4,1,65.74843857843344
157,2021-01-20 11:01:00,4,1,541.1364530585009
158,2021-01-20 11:09:00,4,1,1186.854565490213
159,2021-01-20 11:23:00,4,1,487.73199125592595
160,2021-01-20 11:23:00,4,1,447.2818430151875
161,2021-01-20 12:22:00,4,1,854.113939689387
162,2021-01-20 15:59:00,4,1,639.5767205233025
163,2021-01-21 9:52:00,4,1,1013.7258664296705
164,2021-01-21 11:13:00,4,1,534.1323466464718
165,2021-01-21 11:16:00,4,1,769.5091585716731
166,2021-01-21 13:17:00,4,1,538.5058681857383
167,2021-01-21 13:27:00,4,1,651.2952706384697
168,2021-01-21 18:22:00,4,1,271.6049122030676
169,2021-01-22 16:32:00,4,1,187.41792408641516
170,2021-01-22 18:01:00,4,1,377.49933285117413
171,2021-01-23 11:19:00,4,1,393.3040413140384
172,2021-01-23 11:27:00,4,1,943.0022613412027
173,2021-01-23 11:37:00,4,1,944.3629384969875
174,2021-01-23 14:23:00,4,1,467.5295453333884
175,2021-01-23 14:55:00,4,1,552.2254113711748
176,2021-01-23 17:04:00,4,1,537.2162600565132
177,2021-01-24 11:23:00,4,1,832.2381544350008
178,2021-01-24 11:27:00,4,1,140.07078650214393
179,2021-01-24 12:07:00,4,1,1081.3880747723597
180,2021-01-24 12:21:00,4,1,1080.598310577282
181,2021-01-24 12:31:00,4,1,392.6458396869656
182,2021-01-24 13:18:00,4,1,512.7369740501593
183,2021-01-24 13:37:00,4,1,620.4517760959931
184,2021-01-24 14:41:00,4,1,197.0940234995354
185,2021-01-24 14:46:00,4,1,666.4868485154448
186,2021-01-24 14:56:00,4,1,229.28577852588617
187,2021-01-24 15:32:00,4,1,246.81027265424413
188,2021-01-25 9:07:00,5,1,1826.2798488376068
189,2021-01-25 9:19:00,5,1,928.1081535360324
190,2021-01-25 9:28:00,5,1,641.9555699846052
191,2021-01-25 9:37:00,5,1,240.29957544623466
192,2021-01-25 9:41:00,5,1,426.8052204597618
193,2021-01-25 12:47:00,5,1,245.07485782081756
194,2021-01-25 12:51:00,5,1,732.9080145772749
195,2021-01-25 12:53:00,5,1,419.37753004121805
196,2021-01-25 12:56:00,5,1,72.7671229769589
197,2021-01-25 17:11:00,5,1,333.06913512041785
198,2021-01-26 9:40:00,5,1,385.57869492148694
199,2021-01-26 11:11:00,5,1,597.7000827003702
200,2021-01-26 11:40:00,5,1,811.8373874395302
201,2021-01-26 12:14:00,5,1,1265.905812680184
202,2021-01-26 13:38:00,5,1,249.9963879523142
203,2021-01-26 13:47:00,5,1,703.660218415373
204,2021-01-27 9:29:00,5,1,1548.514426762265
205,2021-01-27 12:06:00,5,1,497.2881554559586
206,2021-01-27 12:12:00,5,1,28.781319177192174
207,2021-01-27 12:13:00,5,1,337.3876075677121
208,2021-01-27 12:27:00,5,1,1025.4121071221891
209,2021-01-27 12:36:00,5,1,1098.3363074917695
210,2021-01-27 12:40:00,5,1,348.9337336157691
211,2021-01-27 13:06:00,5,1,1348.7785460284501
212,2021-01-28 9:34:00,5,1,428.8977636186421
213,2021-01-28 9:39:00,5,1,193.77317345484738
214,2021-01-28 9:47:00,5,1,361.71515898178075
215,2021-01-28 10:52:00,5,1,534.8709185231382
216,2021-01-28 11:43:00,5,1,449.4886760695556
217,2021-01-28 12:12:00,5,1,261.9285011210811
218,2021-01-28 12:20:00,5,1,521.2889139562462
219,2021-01-28 13:13:00,5,1,90.0296591893165
220,2021-01-28 13:18:00,5,1,252.3671739822828
221,2021-01-28 19:09:00,5,1,201.95626381301727
222,2021-01-28 19:43:00,5,1,903.8651768513033
223,2021-01-28 20:00:00,5,1,2092.3063910954656
224,2021-01-28 20:45:00,5,1,1155.6784146744174
225,2021-01-29 17:20:00,5,1,64.13604447939122
226,2021-01-29 17:27:00,5,1,934.8157200474711
227,2021-01-30 17:27:00,5,1,1504.3327198442678
228,2021-01-31 11:34:00,5,1,1338.5431509125926
229,2021-01-31 12:02:00,5,1,791.0991975734739
230,2021-01-31 12:31:00,5,1,300.67113351694763
231,2021-01-31 13:13:00,5,1,298.92805899951173
232,2021-01-31 14:15:00,5,1,899.1570422123744
233,2021-01-31 14:42:00,5,1,781.3292999323567
234,2021-02-01 9:10:00,6,1,1041.7196908887554
235,2021-02-01 9:11:00,6,1,555.6685867661962
236,2021-02-01 9:43:00,6,1,970.1120268496977
237,2021-02-01 9:56:00,6,1,1742.1624722781366
238,2021-02-01 14:36:00,6,1,745.8438872345785
239,2021-02-01 16:19:00,6,1,671.6598132770528
240,2021-02-01 17:14:00,6,1,292.6922541641398
241,2021-02-01 17:19:00,6,1,328.9160159945047
242,2021-02-01 17:26:00,6,1,442.7629919318214
243,2021-02-02 13:58:00,6,1,300.0022892156133
244,2021-02-02 14:07:00,6,1,475.5339589902505
245,2021-02-02 14:14:00,6,1,254.89272096880154
246,2021-02-02 14:39:00,6,1,503.88375479324804
247,2021-02-02 15:04:00,6,1,890.1632850518334
248,2021-02-02 15:16:00,6,1,244.06112468269484
249,2021-02-02 15:23:00,6,1,140.68569884542154
250,2021-02-02 15:38:00,6,1,1068.9199250671622
251,2021-02-02 16:26:00,6,1,102.13355831474858
252,2021-02-03 16:49:00,6,1,406.1641482984044
253,2021-02-03 18:24:00,6,1,3421.9617797031638
254,2021-02-03 18:27:00,6,1,1774.5193971154197
255,2021-02-03 18:31:00,6,1,623.1605876070981
256,2021-02-03 18:33:00,6,1,579.7556639285019
257,2021-02-03 18:36:00,6,1,29.682966449019926
258,2021-02-03 18:48:00,6,1,130.35014666592807
259,2021-02-04 9:18:00,6,1,1108.8690321479814
260,2021-02-04 9:25:00,6,1,191.9858288742024
261,2021-02-04 16:27:00,6,1,604.2521794980466
262,2021-02-04 16:48:00,6,1,1734.4678970969308
263,2021-02-04 17:48:00,6,1,115.553596321632
264,2021-02-04 20:46:00,6,1,302.5759887123773
265,2021-02-04 21:02:00,6,1,269.8273729954335
266,2021-02-04 21:18:00,6,1,384.48713172994337
267,2021-02-05 8:42:00,6,1,2815.001608453331
268,2021-02-05 10:50:00,6,1,1337.2212601884407
269,2021-02-05 10:58:00,6,1,279.2047832153356
270,2021-02-05 11:34:00,6,1,3812.745091200612
271,2021-02-05 11:42:00,6,1,1481.7978169502849
272,2021-02-05 13:34:00,6,1,4295.146759110057
273,2021-02-05 14:04:00,6,1,469.9127639577698
274,2021-02-06 13:31:00,6,1,335.14514946893723
275,2021-02-06 13:33:00,6,1,400.0632071882508
276,2021-02-06 13:36:00,6,1,1752.6156673976197
277,2021-02-06 19:06:00,6,1,796.1232083521517
278,2021-02-06 19:16:00,6,1,134.5491703349804
279,2021-02-06 19:37:00,6,1,353.24913062622153
280,2021-02-07 12:05:00,6,1,2393.0168618981143
281,2021-02-07 12:21:00,6,1,356.92281032263435
282,2021-02-07 12:57:00,6,1,1609.3318541543129
283,2021-02-07 13:40:00,6,1,1492.4437636009602
284,2021-02-07 13:48:00,6,1,865.3917220778169
285,2021-02-07 14:06:00,6,1,960.9069554294632
286,2021-02-07 14:22:00,6,1,441.630904660725
287,2021-02-07 15:19:00,6,1,151.8084154635185
288,2021-02-07 15:56:00,6,1,351.0891122703786
289,2021-02-07 16:08:00,6,1,493.0073287023907
290,2021-02-07 21:45:00,6,1,214.360123019315
291,2021-02-07 21:57:00,6,1,445.8186491953631
292,2021-02-08 9:13:00,7,1,390.39575795480636
293,2021-02-08 10:31:00,7,1,560.9289480318572
294,2021-02-08 10:39:00,7,1,1157.4503453925608
295,2021-02-08 15:11:00,7,1,202.5219152082497
296,2021-02-08 17:46:00,7,1,327.89049584394417
297,2021-02-08 17:55:00,7,1,231.98021355856918
298,2021-02-09 10:35:00,7,1,500.09297403960045
299,2021-02-09 15:07:00,7,1,314.56703710927655
300,2021-02-09 15:15:00,7,1,273.0077623635192
301,2021-02-09 20:27:00,7,1,714.1183840898823
302,2021-02-10 11:48:00,7,1,591.2711193338416
303,2021-02-10 12:20:00,7,1,187.14864218916426
304,2021-02-10 12:27:00,7,1,357.08839287262816
305,2021-02-10 13:03:00,7,1,158.94926206992224
306,2021-02-10 13:04:00,7,1,790.8176077109572
307,2021-02-10 13:20:00,7,1,594.0648095767169
308,2021-02-10 13:33:00,7,1,638.6416040686239
309,2021-02-10 13:41:00,7,1,4296.415394617863
310,2021-02-10 15:19:00,7,1,1992.0837704426365
311,2021-02-10 15:27:00,7,1,2371.79760626101
312,2021-02-10 15:33:00,7,1,696.8935600644919
313,2021-02-10 15:40:00,7,1,422.40159483116577
314,2021-02-10 15:58:00,7,1,299.1159419854916
315,2021-02-10 16:11:00,7,1,416.4601336502313
316,2021-02-10 16:28:00,7,1,485.49466037725796
317,2021-02-10 16:36:00,7,1,1874.443458233393
318,2021-02-10 18:42:00,7,1,551.4168227605564
319,2021-02-10 20:05:00,7,1,953.8712680912955
320,2021-02-10 20:35:00,7,1,2235.4025092700845
321,2021-02-11 13:38:00,7,1,1064.6776060610234
322,2021-02-11 16:26:00,7,1,1651.2678247265528
323,2021-02-11 16:41:00,7,1,739.7961550033198
324,2021-02-11 16:46:00,7,1,1301.2425148931595
325,2021-02-11 16:47:00,7,1,484.8508880604969
326,2021-02-11 17:16:00,7,1,470.9098301616799
327,2021-02-12 11:32:00,7,1,366.4276117234545
328,2021-02-12 15:40:00,7,1,235.3989727622276
329,2021-02-12 16:45:00,7,1,331.0179903886309
330,2021-02-12 16:57:00,7,1,156.98697571274417
331,2021-02-12 17:02:00,7,1,565.679865296491
332,2021-02-12 17:11:00,7,1,602.6070651699928
333,2021-02-13 15:21:00,7,1,1487.6857273563273
334,2021-02-15 9:13:00,8,1,174.6851758181433
335,2021-02-15 10:21:00,8,1,3225.744679072597
336,2021-02-15 23:10:00,8,1,254.49104044737453
337,2021-02-15 23:16:00,8,1,286.53982478533646
338,2021-02-15 23:56:00,8,1,903.2383993124876
339,2021-02-16 0:07:00,8,1,362.0093402954741
340,2021-02-16 0:18:00,8,1,1031.7191195706719
341,2021-02-16 0:26:00,8,1,1021.9959645837263
342,2021-02-16 0:34:00,8,1,1008.0429161446662
343,2021-02-16 1:03:00,8,1,1259.4211746904834
344,2021-02-16 1:12:00,8,1,506.58532542389605
345,2021-02-16 9:23:00,8,1,398.732020206216
346,2021-02-16 9:27:00,8,1,591.6736633826638
347,2021-02-16 12:13:00,8,1,1378.118510425646
348,2021-02-16 12:53:00,8,1,780.6451537568739
349,2021-02-16 13:07:00,8,1,338.69724299220644
350,2021-02-16 13:15:00,8,1,629.3247184600042
351,2021-02-16 13:21:00,8,1,2833.900783418074
352,2021-02-16 14:01:00,8,1,166.80909161850906
353,2021-02-16 18:52:00,8,1,817.5640535359792
354,2021-02-16 19:27:00,8,1,225.3450269806106
355,2021-02-16 19:44:00,8,1,365.6499124229094
356,2021-02-16 19:59:00,8,1,1476.5789463449953
357,2021-02-16 20:15:00,8,1,1242.0518489947667
358,2021-02-16 20:17:00,8,1,540.3057372527768
359,2021-02-16 20:23:00,8,1,491.10028116464224
360,2021-02-16 20:30:00,8,1,98.2525136642257
361,2021-02-16 20:48:00,8,1,777.5233008969221
362,2021-02-16 20:57:00,8,1,145.63413316664037
363,2021-02-16 21:02:00,8,1,607.9725900339417
364,2021-02-16 21:13:00,8,1,457.5751043958415
365,2021-02-16 21:17:00,8,1,176.84347176192884
366,2021-02-16 21:37:00,8,1,452.0200150056458
367,2021-02-16 21:48:00,8,1,813.854001858774
368,2021-02-17 11:11:00,8,1,301.0652796758207
369,2021-02-17 11:30:00,8,1,813.4469114886351
370,2021-02-17 16:32:00,8,1,78.84768856111845
371,2021-02-17 16:44:00,8,1,749.8540389919709
372,2021-02-17 16:53:00,8,1,239.86025084394572
373,2021-02-17 17:00:00,8,1,134.61907337571478
374,2021-02-17 17:04:00,8,1,394.31323444941427
375,2021-02-17 17:10:00,8,1,913.3712173619933
376,2021-02-17 17:19:00,8,1,457.63408139981686
377,2021-02-17 17:27:00,8,1,380.93941038213575
378,2021-02-17 17:58:00,8,1,198.67664338392947
379,2021-02-17 18:07:00,8,1,604.4269421222857
380,2021-02-17 18:16:00,8,1,95.27778165949154
381,2021-02-17 18:31:00,8,1,418.10346847757995
382,2021-02-17 18:54:00,8,1,273.13390839119467
383,2021-02-17 18:58:00,8,1,131.81717071422244
384,2021-02-17 19:09:00,8,1,337.4472686538976
385,2021-02-17 19:13:00,8,1,139.13550552239917
386,2021-02-17 19:19:00,8,1,1350.5705243738248
387,2021-02-17 19:24:00,8,1,475.5753054324087
388,2021-02-17 19:39:00,8,1,234.52466528394575
389,2021-02-17 19:44:00,8,1,385.2634576458415
390,2021-02-17 19:52:00,8,1,120.77191363530848
391,2021-02-17 20:02:00,8,1,158.86988317939057
392,2021-02-17 20:05:00,8,1,301.28416637458923
393,2021-02-17 20:09:00,8,1,210.03222767108116
394,2021-02-17 20:10:00,8,1,740.9337096091012
395,2021-02-17 20:16:00,8,1,277.337823804634
396,2021-02-17 13:20:00,8,1,1018.961078696039
397,2021-02-18 8:18:00,8,1,1264.3755774750337
398,2021-02-18 8:24:00,8,1,739.499015457997
399,2021-02-18 10:56:00,8,1,918.9988109849647
400,2021-02-18 17:04:00,8,1,383.9051019684971
401,2021-02-18 17:19:00,8,1,252.65642955403104
402,2021-02-18 17:54:00,8,1,611.016753429484
403,2021-02-18 18:21:00,8,1,79.44620472124421
404,2021-02-18 18:31:00,8,1,173.0558464328951
405,2021-02-18 18:42:00,8,1,477.77756929466676
406,2021-02-18 22:08:00,8,1,2310.3241549982513
407,2021-02-18 22:52:00,8,1,1116.6660277422325
408,2021-02-19 7:10:00,8,1,2871.7786566017976
409,2021-02-19 8:35:00,8,1,158.29616155652633
410,2021-02-19 12:45:00,8,1,113.52034704384963
411,2021-02-19 13:29:00,8,1,1799.557564089011
412,2021-02-19 14:19:00,8,1,519.8082478188089
413,2021-02-19 14:34:00,8,1,109.10850937570689
414,2021-02-19 14:38:00,8,1,395.7809529819489
415,2021-02-19 15:08:00,8,1,878.7533837661344
416,2021-02-19 17:47:00,8,1,1894.5726780683456
417,2021-02-19 18:02:00,8,1,104.94287085069445
418,2021-02-19 18:25:00,8,1,282.01002043241874
419,2021-02-20 12:41:00,8,1,243.34369935563353
420,2021-02-20 12:54:00,8,1,524.0609106899255
421,2021-02-20 13:01:00,8,1,163.78436488231486
422,2021-02-20 13:35:00,8,1,594.0776749305147
423,2021-02-20 13:47:00,8,1,111.09852277151603
424,2021-02-20 14:32:00,8,1,178.90600812837323
425,2021-02-20 14:54:00,8,1,681.1185215660122
426,2021-02-21 10:10:00,8,1,1963.3692984619697
427,2021-02-21 10:14:00,8,1,269.21285426945053
428,2021-02-21 10:19:00,8,1,186.66970174503746
429,2021-02-21 10:21:00,8,1,1068.2324575220136
430,2021-02-21 10:24:00,8,1,106.69366667537423
431,2021-02-21 10:24:00,8,1,998.6587632773256
432,2021-02-21 10:29:00,8,1,352.2662612754849
433,2021-02-21 10:35:00,8,1,75.74071564497952
434,2021-02-21 10:41:00,8,1,210.24689489980744
435,2021-02-21 10:47:00,8,1,898.7317842616941
436,2021-02-21 10:57:00,8,1,815.9700930343515
437,2021-02-21 11:03:00,8,1,219.91020206261922
438,2021-02-21 11:07:00,8,1,759.5712849682964
439,2021-02-21 11:11:00,8,1,261.3398462202346
440,2021-02-21 11:17:00,8,1,383.29918454239095
441,2021-02-21 11:24:00,8,1,192.52860555218206
442,2021-02-21 11:40:00,8,1,392.21530703431665
443,2021-02-21 13:58:00,8,1,1865.8659625770133
444,2021-02-21 15:37:00,8,1,452.6595494508555
445,2021-02-21 15:50:00,8,1,536.7979721007393
446,2021-02-21 16:03:00,8,1,143.1937927725513
447,2021-02-21 16:14:00,8,1,867.3902808812564
448,2021-02-21 16:41:00,8,1,767.2307508604875
449,2021-02-21 16:50:00,8,1,197.4314833502419
450,2021-02-21 19:33:00,8,1,117.49608519066734
451,2021-02-21 19:40:00,8,1,873.0246965029501
452,2021-02-21 20:01:00,8,1,592.7637846935525
453,2021-02-22 9:23:00,9,1,662.7802407666243
454,2021-02-22 11:19:00,9,1,576.757215842528
455,2021-02-22 12:58:00,9,1,1303.8835065085257
456,2021-02-22 14:07:00,9,1,113.02921531904339
457,2021-02-22 14:20:00,9,1,5226.435243437605
458,2021-02-22 14:53:00,9,1,476.9466878251941
459,2021-02-22 14:54:00,9,1,160.99834551234161
460,2021-02-22 15:02:00,9,1,138.7555174915962
461,2021-02-22 16:40:00,9,1,3032.803309379723
462,2021-02-22 16:41:00,9,1,600.7872837297007
463,2021-02-23 8:25:00,9,1,945.5855679675873
464,2021-02-23 13:06:00,9,1,1775.6304531606393
465,2021-02-23 13:44:00,9,1,68.07354491349705
466,2021-02-23 13:59:00,9,1,93.25416023570249
467,2021-02-23 14:43:00,9,1,1412.314526723775
468,2021-02-23 15:12:00,9,1,286.9009204820645
469,2021-02-23 16:10:00,9,1,1056.78819304192
470,2021-02-23 16:46:00,9,1,1435.0427065853694
471,2021-02-23 17:17:00,9,1,2069.706106689495
472,2021-02-23 20:22:00,9,1,245.95088822668987
473,2021-02-23 20:24:00,9,1,716.2049404943552
474,2021-02-23 20:29:00,9,1,831.2226408195003
475,2021-02-24 10:13:00,9,1,233.87462864756858
476,2021-02-24 10:26:00,9,1,713.6273612942348
477,2021-02-24 10:50:00,9,1,325.57047150002455
478,2021-02-24 10:59:00,9,1,232.46398867378053
479,2021-02-24 12:48:00,9,1,874.5794298945526
480,2021-02-24 14:52:00,9,1,85.90186990690346
481,2021-02-24 14:56:00,9,1,484.4899204312521
482,2021-02-24 15:18:00,9,1,1315.7997325286183
483,2021-02-24 15:30:00,9,1,601.0148773193678
484,2021-02-24 15:38:00,9,1,315.1204968117057
485,2021-02-24 15:46:00,9,1,229.07756612557958
486,2021-02-24 16:01:00,9,1,1117.4340916692677
487,2021-02-24 16:11:00,9,1,199.8497557675924
488,2021-02-25 9:29:00,9,1,375.4758772267083
489,2021-02-25 9:56:00,9,1,258.22087137827754
490,2021-02-25 10:02:00,9,1,253.89284242903082
491,2021-02-25 10:27:00,9,1,76.19120790062098
492,2021-02-25 10:55:00,9,1,584.9579150147897
493,2021-02-25 14:08:00,9,1,804.6242533111063
494,2021-02-25 14:14:00,9,1,378.9640108716105
495,2021-02-25 14:23:00,9,1,191.70482467544556
496,2021-02-25 14:29:00,9,1,234.60429391696462
497,2021-02-25 14:33:00,9,1,425.3995088362093
498,2021-02-25 15:54:00,9,1,1008.2515280536884
499,2021-02-25 22:00:00,9,1,1183.5193732726104
500,2021-02-25 22:05:00,9,1,1060.1951480477237
501,2021-02-25 22:45:00,9,1,654.9146005950829
502,2021-02-26 17:52:00,9,1,913.5704026095971
503,2021-02-27 10:46:00,9,1,170.54139645069233
504,2021-02-27 10:51:00,9,1,434.11493527813803
505,2021-02-27 12:54:00,9,1,145.17913699528003
506,2021-02-27 13:01:00,9,1,1323.4257648187183
507,2021-02-27 13:10:00,9,1,734.4005960096279
508,2021-02-27 13:28:00,9,1,2038.250543003105
509,2021-02-27 13:48:00,9,1,97.41516343854929
510,2021-02-27 13:58:00,9,1,614.5926349753456
511,2021-02-27 15:36:00,9,1,315.66332112662576
512,2021-02-27 15:41:00,9,1,1265.2153652312775
513,2021-02-27 15:57:00,9,1,495.76951465490333
